,program,course_title,course_unit,equivalent_courses,instructors,notes
PBPL 23100,Public Policy Studies,Environmental Law,100,"ENST 23100,LLSO 23100",R. Lodato,
PBPL 23200,Public Policy Studies,The Economics of Crime,100,ECON 28700,S. Levitt,
PBPL 23600,Public Policy Studies,Political Sociology,100,"ENST 23500,SOCI 30106,SOCI 20106",E. Clemens,
PBPL 24000,Public Policy Studies,Chicago Neighborhoods,100,"GEOG 24000,GEOG 34000,SOSC 36000,SOSC 26000",E. Talen,
PBPL 24100,Public Policy Studies,Urban Design: The Chicago Experience,100,"GEOG 24100,SOSC 26001",E. Talen,
PBPL 24500,Public Policy Studies,Economics of Urban Policies,100,"GEOG 26600,GEOG 36600,LLSO 26202,ECON 26600","G. Tolley, K. Ierulli",
PBPL 24510,Public Policy Studies,Gender and Development,100,"CHDV 14510,SOCI 28070,GNSE 14510,ECON 14510",A. Gonzalez,
PBPL 24701,Public Policy Studies,U.S. Environmental Policy,100,"ENST 24701,LLSO 24901",R. Lodato,
PBPL 24751,Public Policy Studies,The Business of Non-Profits: The Evolving Social Sector,100,,C. Velasquez,
PBPL 24800,Public Policy Studies,Urban Policy Analysis,100,"SOCI 30120,SOCI 20120",T. Clark,
PBPL 25105,Public Policy Studies,Rethinking the Middle East,100,"ANTH 24105,GLST 24105",Yaqub Hilal,
PBPL 25405,Public Policy Studies,Child Poverty and Chicago Schools,100,CRES 25405,C. Broughton,
PBPL 25810,Public Policy Studies,"Social Problems, Social Policy, and Social Change",100,,J. Mosley,
PBPL 25860,Public Policy Studies,"Crime, Justice, and Inequality in the American City",100,SOCI 20255,"Broughton, C.",
PBPL 26002,Public Policy Studies,Urban Design Studio,100,"SOSC 36002,GEOG 24200,GEOG 34200,SOSC 26002",E. Talen,
PBPL 26200,Public Policy Studies,Field Research Project in Public Policy I,100,,Staff,
PBPL 26300,Public Policy Studies,Field Research Project in Public Policy II,100,,Staff,
PBPL 26301,Public Policy Studies,Field Research Project in Public Policy,100,,"C. Broughton, Staff",This course satisfies the Public Policy windows and methods practicum requirement and is intended only for that purpose.
PBPL 26400,Public Policy Studies,Quantitative Methods in Public Policy,100,,A. Fowler,
PBPL 26444,Public Policy Studies,Practicum in Campus Athletics and Environment,100,ENST 26444,S. Shaikh,
PBPL 26530,Public Policy Studies,"Environment, Agriculture, and Food: Economic and Policy Analysis",100,"ECON 26530,PPHA 32510,ENST 26530",S. Shaikh,
PBPL 26531,Public Policy Studies,"Environment, Agriculture, and Food: Advanced Economic and Policy Analysis",100,"ECON 26540,PPHA 32520,ENST 26531",S. Shaikh,
PBPL 26700,Public Policy Studies,Economics of Education,100,ECON 26700,D. Neal,
PBPL 27000,Public Policy Studies,International Economics,100,ECON 27000,F. Tintelnot,
PBPL 27040,Public Policy Studies,Public Finance and Public Policy,100,,A. Jones,
PBPL 27070,Public Policy Studies,Philanthropy:  Private Acts and Public Goods,100,SOCI 20222,E. Clemens,
PBPL 27750,Public Policy Studies,"Practicum in Environment, Agriculture, and Food Policy I",100,ENST 27750,S. Shaikh,
PBPL 27751,Public Policy Studies,"Practicum in Environment, Agriculture, and Food Policy II",100,ENST 27751,S. Shaikh,
PBPL 27800,Public Policy Studies,Understanding community: Civic Engagement and Public Policy,100,"GEOG 26900,GEOG 36900",C. Barlow,
PBPL 27809,Public Policy Studies,Violence in the Early Years,100,,A. Adukia,
PBPL 27821,Public Policy Studies,Urban Schools and Communities,100,"CHDV 27821,SOCI 20226",S. Stoelinga,"CHDV Distribution, C"
PBPL 27823,Public Policy Studies,Urban School Reform: History and Policy,100,SOCI 20239,S. Stoelinga,
PBPL 27900,Public Policy Studies,Global-Local Politics,100,"HMRT 20116,HMRT 30116,SOCI 30116,LLSO 20116,SOCI 20116",T. Clark,
PBPL 28050,Public Policy Studies,Remaking Chicago: The City That Works on Social Change,100,,"Broughton, C.",
PBPL 28270,Public Policy Studies,Economics and International Health,100,,D. Bennett,
PBPL 28350,Public Policy Studies,Education and Development: Policy and Research,100,,A. Adukia,
PBPL 28501,Public Policy Studies,Process and Policy in State and City Government,100,,C. Harris,
PBPL 28605,Public Policy Studies,Economic Analysis of Law,100,ECON 28600,J. Leitzel,
PBPL 28702,Public Policy Studies,Electoral Politics,100,,A. Fowler,
PBPL 28730,Public Policy Studies,Insurgency in South and Southeast Asia,100,,"Wright, A.",
PBPL 28750,Public Policy Studies,"Conflict: Root Causes, Conseq. and Solutions for the Future",100,,"Dube, O",
PBPL 28805,Public Policy Studies,Behavioral Economics and Policy,100,,J. Leitzel,
PBPL 28920,Public Policy Studies,"Inequality: Origins, Dimensions, and Policy",100,"ECON 24720,BPRO 28900",A. Sanderson and Staff,
PBPL 29000,Public Policy Studies,Energy and Energy Policy,100,"CHSS 37502,ECON 26800,ENST 29000,PPHA 39201,PSMS 39000,BPRO 29000","S. Berry, G. Tolley",
PBPL 29050,Public Policy Studies,Youth Law and Policy: Child Welfare and Juv. Just. in the U.S,100,"HMRT 29050,LLSO 29050",Andrew Hammond,
PBPL 29120,Public Policy Studies,Poverty Law and Policy Reform,100,HMRT 29120,"Hammond, A.",
PBPL 29294,Public Policy Studies,Introduction to Global Health,100,"PBHS 30030,CCTS 43000,BIOS 29294","C. Babcock, C. S. Olopade",
PBPL 29355,Public Policy Studies,Leading Complex Organizations,100,,Thomas Cole,
PBPL 29600,Public Policy Studies,Internship: Public Policy,100,,Staff,Open only to students who are majoring in public policy. Students are required to submit the College Reading and Research Course Form. Must be taken for P/F grading. Students must make arrangements with the program chair before beginning the internship.
PBPL 29700,Public Policy Studies,Reading and Research: Public Policy,100,,,Students are required to submit the College Reading and Research Course Form.
PBPL 29800,Public Policy Studies,Senior Seminar,100,,Staff,Must be taken for a quality grade.
PBPL 29900,Public Policy Studies,BA Paper Preparation: Public Policy,100,,Staff,Students are required to submit the College Reading and Research Course Form.
PHSC 10100,Physical Sciences,Origin and Evolution of the Solar System and the Earth,100,,A. Davis,
PHSC 10800,Physical Sciences,Earth as a Planet:  Exploring Our Place in the Universe,100,,F. Ciesla,
PHSC 10900,Physical Sciences,Ice-Age Earth,100,,D. Rowley,
PHSC 11000,Physical Sciences,Environmental History of the Earth,100,,M. Webster; S. Kidwell,
PHSC 11100,Physical Sciences,Modern Physics I:  Modern Physics in the Everyday World,100,,,Must be taken with either PHSC 11200 or PHSC 11300
PHSC 11200,Physical Sciences,Modern Physics II:  Paradoxes in Modern Physics,100,,,Must be taken with PHSC 11100
PHSC 11300,Physical Sciences,Everyday Physics,100,,,
PHSC 11400,Physical Sciences,Development of Life on Earth,100,,,
PHSC 11500,Physical Sciences,Extraterrestrial Life,100,,,
PHSC 11902,Physical Sciences,The Secret Lives of Stars,100,,,"This course fulfills the general education requirement in physical sciences for non-majors. As of Fall of 2015, PHSC 11900, 11902 and 12000 will no longer be offered.  Students who have taken 11902 but have not taken 12000 may complete a two-quarter Physical Sciences requirement by taking PHSC 12600, 12610, 12710 or 12720, although 12710 is recommended as the best fit with 11902 among these options. This course may not be combined with PHSC 11900."
PHSC 12400,Physical Sciences,The Chemistry of Big Problems,100,,Y. Krishnan,
PHSC 12500,Physical Sciences,Molecular Mechanisms of Human Disease,100,,G. Engel,
PHSC 12600,Physical Sciences,"Matter, Energy, Space, and Time",100,ASTR 12600,S. Meyer,
PHSC 12610,Physical Sciences,Black Holes,100,ASTR 12610,E. Shirokoff,
PHSC 12620,Physical Sciences,The Big Bang,100,ASTR 12620,W. Freedman/E. Kolb,
PHSC 12700,Physical Sciences,Stars,100,ASTR 12700,D. Fabrycky,
PHSC 12710,Physical Sciences,Galaxies,100,ASTR 12710,M. Gladders,
PHSC 12720,Physical Sciences,Exoplanets,100,ASTR 12720,J. Bean,
PHSC 12800,Physical Sciences,European Astronomy and Astrophysics,100,,A. Olinto,This course is offered only in Paris in Spring Quarter.
PHSC 13400,Physical Sciences,Global Warming: Understanding the Forecast,100,"ENST 12300,GEOS 13400,ENSC 13400","D. Archer, D. MacAyeal",
PHSC 13500,Physical Sciences,Chemistry and the Atmosphere,100,ENST 12100,,As of Fall 2015 this course will no longer be offered.
PHSC 13600,Physical Sciences,Natural Hazards,100,,N. Nakamura,
PHSC 18100,Physical Sciences,The Milky Way,100,ASTR 18100,N. Gnedin,
PHSC 18200,Physical Sciences,The Origin and Evolution of the Universe,100,ASTR 18200,M. Turner,
PHSC 18300,Physical Sciences,Searching Between the Stars,100,ASTR 18300,D. Harper,
PHSC 18500,Physical Sciences,The Lives and Deaths of Stars,100,ASTR 18500,,
STAT 20000,Statistics,Elementary Statistics,100,,,"For students with little or no math background. Not recommended for students planning to take STAT 22000 or STAT 23400 or more advanced courses in Statistics. Students with credit for STAT 22000, STAT 23400 or more advanced courses in Statistics not admitted. This course may not be used in the Statistics major or minor.   This course meets one of the general education requirements in the mathematical sciences."
STAT 22000,Statistics,Statistical Methods and Applications,100,,,"Students may count either STAT 22000 or 23400, but not both, toward the forty-two credits required for graduation.  Students with credit for STAT 23400 not admitted."
STAT 22200,Statistics,Linear Models and Experimental Design,100,,,
STAT 22400,Statistics,Applied Regression Analysis,100,PBHS 32400,,
STAT 22600,Statistics,Analysis of Categorical Data,100,PBHS 32600,,
STAT 22700,Statistics,Biostatistical Methods,100,PBHS 32700,F. Yang,
STAT 22810,Statistics,Epidemiology and Population Health,100,"PPHA 36410,PBHS 30910",D. Lauderdale,
STAT 23400,Statistics,Statistical Models and Methods,100,,,"Students may count either STAT 22000 or 23400, but not both, toward the forty-two credits required for graduation."
STAT 24300,Statistics,Numerical Linear Algebra,100,STAT 30750,,
STAT 24400,Statistics,Statistical Theory and Methods I,100,,,"Some previous experience with statistics and/or probability helpful but not required. Students may count either STAT 24400 or STAT 24410, but not both, toward the forty-two credits required for graduation."
STAT 24410,Statistics,Statistical Theory and Methods Ia,100,,,"Some previous experience with statistics helpful but not required. Students may count either STAT 24400 or STAT 24410, but not both, toward the forty-two credits required for graduation."
STAT 24500,Statistics,Statistical Theory and Methods II,100,,,
STAT 24610,Statistics,Pattern Recognition,100,STAT 37500,,
STAT 25100,Statistics,Introduction to Mathematical Probability,100,,,
STAT 25150,Statistics,Introduction to Mathematical Probability-A,100,,Robert Fefferman,
STAT 25300,Statistics,Introduction to Probability Models,100,STAT 31700,,
STAT 26100,Statistics,Time Dependent Data,100,STAT 33600,,
STAT 26700,Statistics,History of Statistics,100,"CHSS 32900,HIPS 25600,STAT 36700",S. Stigler,
STAT 27400,Statistics,Nonparametric Inference,100,STAT 37400,,
STAT 27725,Statistics,Machine Learning,100,CMSC 25400,R. Kondor,
STAT 27850,Statistics,"Multiple Testing, Modern Inference, and Replicability",100,STAT 30850,R. Foygel Barber,
STAT 28000,Statistics,Optimization,100,,,
STAT 28200,Statistics,Dynamical Systems with Applications,100,,Mary Silber,
STAT 29700,Statistics,Undergraduate Research,100,,,"Students are required to submit the College Reading and Research Course Form. Open to all students, including nonmajors. May be taken either for quality grades or for P/F grading."
STAT 29900,Statistics,Bachelor's Paper,100,,,Students are required to submit the College Reading and Research Course Form. Open only to students who are majoring in Statistics. May be taken for P/F grading. Credit for STAT 29900 may not be counted toward the major in Statistics.
TAPS 10100,Theater and Performance Studies,Drama: Embodiment and Transformation,100,,"D. New, P. Pascoe, S.Bockley, S. Murray, D. DeMayo",Attendance at first class meeting is mandatory.  This course meets the general education requirement in the arts.
TAPS 10200,Theater and Performance Studies,Acting Fundamentals,100,,"D. New, P. Pascoe, C. Sullivan, V. Stalling, J. Schultz, S. Murray",Attendance at first class meeting is mandatory; prior theater or acting training not required. This course meets the general education requirement in the arts.
TAPS 10300,Theater and Performance Studies,Text and Performance,100,,"H. Coleman, D. Levin, L. Kruger, S.Bockley, S. Murray",Attendance at first class meeting is mandatory. Experience in dramatic analysis or performance not required. This course meets the general education requirement in the arts.
TAPS 10500,Theater and Performance Studies,Staging Terror,100,,H. Coleman,Attendance at the first class is mandatory. This course is offered in alternate years. This course meets the general education requirement in the arts.
TAPS 10700,Theater and Performance Studies,Introduction to Stage Design,100,,J. Wardell,Lab fee is required. Attendance at first class meeting is mandatory. This course meets the general education requirement in the arts.
TAPS 15500,Theater and Performance Studies,Beginning Screenwriting,100,CRWR 27102,J. Petrakis,
TAPS 18600,Theater and Performance Studies,Introduction to Puppetry,100,,J. Wardell,Attendance at first class meeting is mandatory. This course is offered in alternate years.
TAPS 20100,Theater and Performance Studies,Twentieth-Century American Drama,100,,H. Coleman,Attendance at first class meeting is mandatory. This course is offered in alternate years.
TAPS 20700,Theater and Performance Studies,Dramaturgy and Dramatic Criticism,100,,D. Matson,Attendance at first class is mandatory.
TAPS 20800,Theater and Performance Studies,Engineering Story: Playwriting and Performance,100,,I. Holter,Attendance at first class is mandatory.
TAPS 21600,Theater and Performance Studies,Acting Workshop,100,,C. Woods,Attendance at first class meeting is mandatory. CONSENT ONLY.
TAPS 21700,Theater and Performance Studies,An Actor Observes,100,,P. Pascoe,Attendance at first class meeting is mandatory.
TAPS 21800,Theater and Performance Studies,Creating a Musical Revue,100,,J. Nichols,Attendance at first class is mandatory.
TAPS 22100,Theater and Performance Studies,Solo Performance,100,,V. Stalling,Attendance at first class meeting is mandatory. Prior solo work not required. This course is offered in alternate years.
TAPS 22500,Theater and Performance Studies,Styles and Practice in Storytelling,100,,E. Lansana,Attendance at first class is mandatory.
TAPS 23000,Theater and Performance Studies,Introduction to Directing,100,,S. Murray,Attendance at first class meeting is mandatory.
TAPS 23100,Theater and Performance Studies,Advanced Directing,100,,Staff,Attendance at first class meeting is mandatory. This course is offered in alternate years.
TAPS 23600,Theater and Performance Studies,Improv and Sketch,100,,S. Messing,Attendance at first class meeting is mandatory. This course is offered in alternate years.
TAPS 23700,Theater and Performance Studies,Playwriting: Creating Natural Dialogue for the Stage,100,,E. Linder,Attendance at first class meeting is mandatory.
TAPS 23900,Theater and Performance Studies,Playwriting: Sketch to Play,100,,E. Linder,Attendance at first class is mandatory.
TAPS 24000,Theater and Performance Studies,Director/Designer Collaboration,100,,"H. Coleman, J. Wardell",Attendance at first class meeting is mandatory. This course is offered in alternate years.
TAPS 24300,Theater and Performance Studies,Story and Stagecraft,100,,N. Allen,This course is offered in alternate years. Attendance at first class is mandatory.
TAPS 24500,Theater and Performance Studies,Chicago Theater: Budgets and Buildings,100,,H. Coleman,Attendance at first class meeting is mandatory. This course is offered in alternate years.
